STORE_CODE,ITEM_CODE,ITEM_NAME,SALES_PRICE,DISC_PRICE,DIVISION,DEPARTMENT,CLASS,SUBCLASS,PROMO_START_DATE,PROMO_END_DATE
084,101010065572                  ,SPRITE PET 1LT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,16000,13900,01-FOOD                                                                                             ,009-ALCOHOL FREE                                                                                    ,01-009-CARBONATED                                                                                                                                                                                       ,04-01-009-FRUIT FLAVOURED                                                                                                                                                                               ,20260816,20260831
084,101003083393                  ,SUN GIFT CRISPY COCONUT CHIPS CHOCOLATE 40 GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,27000,23900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,20260816,20260831
084,101010001281                  ,FANTA STRAWBERRY PET 390ML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,8000,5500,01-FOOD                                                                                             ,009-ALCOHOL FREE                                                                                    ,01-009-CARBONATED                                                                                                                                                                                       ,04-01-009-FRUIT FLAVOURED                                                                                                                                                                               ,20260816,20260831
084,101003085749                  ,WANNA FREAK POTATO CHIPS HIMALAYAN SALT 115 GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,91000,79900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,20260816,20260831
084,101003085747                  ,WANNA FREAK POTATO CHIPS HOT PAPRIKA 115 GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,91000,79900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,20260816,20260831
084,101010001077                  ,FANTA ORANGE PET 390ML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,8000,5500,01-FOOD                                                                                             ,009-ALCOHOL FREE                                                                                    ,01-009-CARBONATED                                                                                                                                                                                       ,01-01-009-COLA                                                                                                                                                                                          ,20260816,20260831
084,101003072746                  ,MISTER POTATO BBQ 106GR/85 GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,21500,17900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,20260816,20260831
084,101003085746                  ,WANNA FREAK POTATO CHIPS HONEY&MUSTARD 115 GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,91000,79900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,20260816,20260831
084,101003083392                  ,SUN GIFT CRISPY COCONUT CHIPS ORIGINAL 40 GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,23000,19900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,20260816,20260831
084,101003076077                  ,TONG GARDEN NUTRIONE BAKED MACADAMIA UNSALTED 75GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,83000,77900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,08-02-002-NUTS                                                                                                                                                                                          ,20260816,20260831
084,101003080696                  ,TONG GARDEN NUTRIONE BAKED COCKTAIL NUTS 85 GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,52500,46900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,08-02-002-NUTS                                                                                                                                                                                          ,20260816,20260831
084,101006072703                  ,LEE KUM KEE PREMIM SOY SAUCE 250ML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,30500,25900,01-FOOD                                                                                             ,005-STAPLE FOOD                                                                                     ,06-005-SEASONING                                                                                                                                                                                        ,03-06-005-SOY SAUCES                                                                                                                                                                                    ,20260816,20260831
084,101003007695                  ,LORENZ NATURAL ROSEMARY 100GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,74500,57900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,20260816,20260831
084,101003005145                  ,SELAMAT WAFER CHOCOLATE 145GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,18500,14900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,20260816,20260831
084,101003085745                  ,WANNA FREAK POTATO CHIPS BLACK TRUFFLE 115 GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,91000,79900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,02-002-SNACKS                                                                                                                                                                                           ,01-02-002-CHIPS                                                                                                                                                                                         ,20260816,20260831
084,101003007913                  ,LOACKER CREAM CACAO 45GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,25500,18900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,20260816,20260831
084,101003007918                  ,LOACKER MILK 45GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,25500,18900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,20260816,20260831
084,101003067355                  ,LOACKER WAFER PEANUT 45GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,25500,18900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,20260816,20260831
084,101003007919                  ,LOACKER VANILA 45GR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,25500,18900,01-FOOD                                                                                             ,002-BISCUIT&SNACKS                                                                                  ,01-002-BISCUITS                                                                                                                                                                                         ,04-01-002-WAFERS                                                                                                                                                                                        ,20260816,20260831
